Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,Status
210,01,45.0,29369.42432088388,30276.03332210081,112.8228384022539,-1.9992450652129223,2.316949157012143,0.23715103139964563,non-stationkeeping
220,01,45.0,29350.00324494838,30300.25248988984,114.49901350916683,-1.942107593550163,2.4219167789028626,0.16761751069129333,non-stationkeeping
230,01,45.0,29331.66567169112,30324.534089381617,115.4898323463351,-1.8337573257260393,2.4281599491776666,0.09908188371682798,non-stationkeeping
240,01,45.0,29312.47226075775,30348.296611966005,116.9044929949662,-1.91934109333709,2.376252258438884,0.14146606486310964,non-stationkeeping
250,01,45.0,29293.41490991281,30371.641202471426,118.70150164147041,-1.905735084493666,2.334459050541964,0.17970086465042115,non-stationkeeping
260,01,45.0,29275.338113651753,30394.727677453746,121.16745385311432,-1.8076796261057537,2.308647498231983,0.24659522116439098,non-stationkeeping
270,01,45.0,29257.313254986395,30417.9760242321,123.43858237959849,-1.8024858665358292,2.32483467783518,0.22711285264841632,non-stationkeeping
280,01,45.0,29239.325915588102,30440.00013352991,124.66354033006215,-1.7987339398294344,2.2024109297810375,0.12249579504636547,non-stationkeeping
290,01,45.0,29222.099677093862,30462.377479655097,125.02255643981194,-1.7226238494239328,2.237734612518784,0.03590161097497849,non-stationkeeping
300,01,45.0,29205.961756025416,30485.459938037628,125.70388474673223,-1.6137921068447727,2.308245838252915,0.06813283069202913,non-stationkeeping
310,01,45.0,29190.039484571425,30510.029508148993,125.4698224898712,-1.5922271453990207,2.4569570111365553,-0.023406225686102664,non-stationkeeping
320,01,45.0,29173.66290126327,30536.616621606376,124.70154692670052,-1.637658330815789,2.6587113457381415,-0.07682755631706918,non-stationkeeping
330,01,45.0,29158.33134382508,30563.90167786329,125.4323701585687,-1.5331557438190129,2.7285056256913363,0.07308232318681794,non-stationkeeping
340,01,45.0,29143.265307767575,30590.383209569874,126.67464481676396,-1.506603605750437,2.648153170658337,0.12422746581952589,non-stationkeeping
350,01,45.0,29128.674812319652,30616.145423466583,128.14452586951145,-1.459049544792378,2.5762213896707253,0.14698810527474912,non-stationkeeping
360,01,45.0,29115.267437148137,30642.23349802106,129.70052653771364,-1.3407375171516533,2.6088074554479714,0.1556000668202192,non-stationkeeping
370,01,45.0,29101.54113138415,30667.3918685991,132.06915275860624,-1.3726305763987168,2.515837057803937,0.23686262208925882,non-stationkeeping
380,01,45.0,29087.877514682943,30692.97069859193,133.6051791037132,-1.3663616701207386,2.557882999282658,0.15360263451069628,non-stationkeeping
390,01,45.0,29073.935366600854,30718.808640818384,135.79429035865616,-1.3942148082087706,2.5837942226454635,0.2189111254942948,non-stationkeeping
400,01,45.0,29058.790206309874,30744.56660783056,137.410618758554,-1.5145160290979005,2.5757967012175094,0.1616328399897825,non-stationkeeping
410,01,45.0,29045.020201782703,30770.718726361327,138.213465289382,-1.3770004527170385,2.6152118530768824,0.08028465308280026,non-stationkeeping
420,01,45.0,29031.33832546652,30795.873803900526,139.38350137715477,-1.3681876316181656,2.5155077539197563,0.11700360877727886,non-stationkeeping
430,01,45.0,29018.605452303367,30819.736080604893,142.42946713847184,-1.2732873163151892,2.3862276704366514,0.30459657613170754,non-stationkeeping
440,01,45.0,29006.280973609566,30844.61846502507,144.1355414341474,-1.232447869379994,2.4882384420175017,0.1706074295675575,non-stationkeeping
450,01,45.0,28995.10216808802,30869.476756545173,146.3401840051535,-1.1178805521546031,2.485829152010582,0.22046425710061135,non-stationkeeping
460,01,45.0,28983.90789938413,30894.597155831707,149.5700092045788,-1.1194268703888555,2.5120399286534822,0.3229825199425319,non-stationkeeping
470,01,45.0,28972.299543062556,30920.129699186346,152.65067418945165,-1.1608356321573665,2.553254335463749,0.3080664984872843,non-stationkeeping
480,01,45.0,28959.694796811196,30945.68540739303,158.721622970664,-1.260474625136,2.5555708206682834,0.6070948781212344,non-stationkeeping
490,01,45.0,28949.35574834732,30970.67673956706,166.10867511612878,-1.0339048463876224,2.499133217403153,0.7387052145464796,non-stationkeeping
500,01,45.0,28936.6715240826,30996.39701205562,172.81924044073537,-1.268422426471746,2.5720272488557674,0.6710565324606603,non-stationkeeping
510,01,45.0,28926.75923325163,31022.890855942063,177.81088812884602,-0.9912290830971986,2.649384388644295,0.4991647688110641,non-stationkeeping
520,01,45.0,28916.1796239941,31050.75849792299,181.51908264165587,-1.0579609257529745,2.786764198092874,0.3708194512809866,non-stationkeeping
530,01,45.0,28905.2405967281,31077.82884468916,185.61629407169508,-1.0939027265998689,2.7070346766170403,0.4097211430039204,non-stationkeeping
540,01,45.0,28895.573074047854,31105.282303380664,191.44449849497988,-0.9667522680247093,2.7453458691503916,0.5828204423284808,non-stationkeeping
550,01,45.0,28885.2283279347,31132.16511799236,196.2605603726984,-1.0344746113156003,2.6882814611696033,0.4816061877718518,non-stationkeeping
560,01,45.0,28876.121287623802,31160.202848302055,201.07604303182958,-0.9107040310898686,2.8037730309692703,0.4815482659131179,non-stationkeeping
570,01,45.0,28867.191941673693,31188.020534626983,205.7748263617077,-0.8929345950108066,2.7817686324927657,0.46987833298781206,non-stationkeeping
580,01,45.0,28858.65302540299,31215.85248292241,210.53186815179487,-0.8538916270702783,2.783194829543021,0.4757041790087167,non-stationkeeping
590,01,45.0,28850.051570198524,31242.357598514856,216.45384285653694,-0.8601455204464904,2.6505115592445487,0.5921974704742066,non-stationkeeping
600,01,45.0,28842.479191187354,31269.644484359036,223.87863573965168,-0.7572379011170374,2.7286885844178257,0.7424792883114746,non-stationkeeping
610,01,45.0,28835.18035374666,31297.890441310024,231.99932355873216,-0.7298837440697297,2.8245956950987963,0.8120687819080474,non-stationkeeping
620,01,45.0,28827.16045402571,31323.684842597468,240.0590524088299,-0.8019899720947639,2.579440128744159,0.8059728850097736,non-stationkeeping
630,01,45.0,28819.581061832738,31349.664230683964,248.32584328094399,-0.7579392192972825,2.5979388086494866,0.826679087211408,non-stationkeeping
640,01,45.0,28811.569466400146,31377.210654535345,255.06069179130364,-0.8011595432590215,2.7546423851382524,0.6734848510359642,non-stationkeeping
650,01,45.0,28803.69595188325,31404.74698172296,260.59695659261644,-0.7873514516897862,2.7536327187617475,0.5536264801312794,non-stationkeeping
660,01,45.0,28796.57839843869,31434.324216089364,264.68129700007233,-0.7117553444557521,2.9577234366401735,0.40843404074558837,non-stationkeeping
670,01,45.0,28790.45676015213,31464.812304822502,268.2960458456872,-0.6121638286562068,3.048808873313952,0.3614748845614878,non-stationkeeping
680,01,45.0,28784.971030535926,31494.995323406903,271.95411619697296,-0.548572961620508,3.018301858440113,0.36580703512857266,non-stationkeeping
690,01,45.0,28779.45300862795,31522.969495836336,275.33334709206844,-0.5518021907977692,2.797417242943354,0.33792308950954747,non-stationkeeping
700,01,45.0,28772.453244958735,31551.960862650307,278.5945595207618,-0.6999763669215026,2.8991366813970187,0.3261212428693344,non-stationkeeping
710,01,45.0,28766.091032870037,31579.181931360243,281.71777134218803,-0.6362212088698346,2.722106870993685,0.3123211821426245,non-stationkeeping
720,01,45.0,28759.939135762554,31608.26409900706,284.6467641778471,-0.6151897107482237,2.908216764681888,0.2928992835659052,non-stationkeeping
730,01,45.0,28752.948394354815,31636.44576855148,286.7217606325411,-0.6990741407739548,2.818166954441807,0.20749964546939453,non-stationkeeping
740,01,45.0,28746.457166333726,31664.25546408121,288.5255674311345,-0.6491228021087689,2.7809695529730636,0.18038067985934253,non-stationkeeping
750,01,45.0,28739.884769483753,31691.70680553006,290.23905201410736,-0.6572396849974225,2.745134144885013,0.17134845829728507,non-stationkeeping
760,01,45.0,28733.083400675507,31719.671249236722,292.4110765738908,-0.6801368808246925,2.796444370666386,0.2172024559783427,non-stationkeeping
770,01,45.0,28727.665198906965,31746.313472832895,294.2594594556392,-0.5418201768541664,2.664222359617447,0.18483828817484432,non-stationkeeping
780,01,45.0,28723.55051536284,31773.462194181047,296.0857708978255,-0.4114683544123513,2.714872134815115,0.18263114421863133,non-stationkeeping
790,01,45.0,28718.577812279094,31799.841500028553,297.2598302310623,-0.49727030837474684,2.637930584750605,0.11740593332367907,non-stationkeeping
800,01,45.0,28713.411483044245,31824.55481272944,299.53909902056284,-0.516632923484886,2.4713312700886445,0.22792687895004982,non-stationkeeping
810,01,45.0,28708.942957507323,31847.333946841947,300.83371271237587,-0.44685255369230004,2.2779134112509904,0.1294613691813049,non-stationkeeping
820,01,45.0,28704.524561383445,31871.93650337584,300.6750731286945,-0.4418396123877868,2.4602556533893374,-0.01586395836813545,non-stationkeeping
830,01,45.0,28700.47065080689,31895.09993863811,299.17303040070806,-0.40539105765553946,2.3163435262271763,-0.1502042727986484,non-stationkeeping
840,01,45.0,28695.917432753497,31917.575614372927,298.1197462781659,-0.45532180533921496,2.2475675734813456,-0.10532841225421699,non-stationkeeping
850,01,45.0,28692.4610819971,31940.524838653044,296.78286807822144,-0.34563507563986356,2.294922428011715,-0.13368781999444673,non-stationkeeping
860,01,45.0,28687.679392823185,31963.376325016798,293.53374816355466,-0.4781689173914484,2.2851486363752227,-0.3249119914666764,non-stationkeeping
870,01,45.0,28683.727883551743,31985.79113199343,289.95416397244696,-0.39515092714445743,2.241480697663139,-0.3579584191107713,non-stationkeeping
880,01,45.0,28680.468875163355,32007.48189825172,287.5186659872788,-0.3259008388386192,2.1690766258294127,-0.2435497985168164,non-stationkeeping
890,01,45.0,28678.769163114583,32029.557103708696,284.81569903289386,-0.16997120487719203,2.2075205456975415,-0.2702966954384941,non-stationkeeping
900,01,45.0,28676.442775261185,32051.826752892823,281.51947529392476,-0.23263878533996574,2.226964918412705,-0.32962237389691246,non-stationkeeping
910,01,45.0,28673.8523547199,32073.363042569126,276.49940734335263,-0.35386657169946184,2.118137786386692,-0.5286527222014318,stationkeeping
920,01,45.0,28671.633195028982,32095.105544943006,270.5244340591316,-0.31891023803423013,2.1385646395948568,-0.6233547771711736,stationkeeping
930,01,45.0,28666.762551806376,32116.891774959557,263.9834751588668,-0.5853601188964097,2.142769420704471,-0.6791860457623108,stationkeeping
940,01,45.0,28660.519132002013,32138.635483851755,257.6927303332675,-0.7240592408153246,2.138369135048594,-0.653585606628138,stationkeeping
950,01,45.0,28652.162161600827,32160.154522743,251.809343783235,-0.9364777254612955,2.115811165505733,-0.612342912071567,stationkeeping
960,01,45.0,28642.029963460314,32181.189099635,246.38364844162828,-1.1149555360033578,2.0673727066585514,-0.5661227599365126,stationkeeping
970,01,45.0,28631.150570836475,32201.60241243882,239.7045404812263,-1.1907623767605922,2.0053418305974735,-0.6905454284962388,stationkeeping
980,01,45.0,28619.59896333435,32222.534748582395,232.9678479985124,-1.2590204988223217,2.0570580412931574,-0.6956186945746969,stationkeeping
990,01,45.0,28604.77294447558,32243.054530000118,225.87185635046504,-1.5866518544260437,2.015842319226334,-0.7307671521101734,stationkeeping
1000,01,45.0,28589.408629302343,32263.14523420543,217.61756485460106,-1.6411665640883013,1.9730188623665454,-0.8455400477726861,stationkeeping
1010,01,45.0,28572.9362310252,32283.028258232283,209.29802088696064,-1.7524366506866302,1.952309898088615,-0.8512202900592105,stationkeeping
1020,01,45.0,28556.472694039243,32302.12832082169,200.72107702107328,-1.7522380352036389,1.8742644598158145,-0.8760511055176645,stationkeeping
1030,01,45.0,28539.852668388485,32322.24434220172,192.61688757058772,-1.768527157641547,1.975647962868746,-0.828059795915518,stationkeeping
1040,01,45.0,28522.827930050607,32339.70371448616,185.60232510972955,-1.8095500261758395,1.7107691611634048,-0.7186135661046178,stationkeeping
1050,01,45.0,28502.018293482015,32356.926566426868,178.4417815567994,-2.187538380833702,1.6874411572403707,-0.7324664247381084,stationkeeping
1060,01,45.0,28479.44321363476,32372.696887557817,171.81422131189967,-2.3638100444013825,1.5428988571385371,-0.6786119345721846,stationkeeping
1070,01,45.0,28456.951139020264,32388.03120178345,162.6355137268894,-2.355616303261004,1.49984753757704,-0.9322985683567143,stationkeeping
1080,01,45.0,28433.1957784495,32402.92755834943,153.86899635717916,-2.481657549154696,1.4566436216232979,-0.8902853331327997,stationkeeping
1090,01,45.0,28408.281648446737,32417.504501550386,146.66168224076773,-2.597153622701347,1.42530065967437,-0.7339561170419379,stationkeeping
1100,01,45.0,28381.975773176953,32430.140362280094,138.59455566440326,-2.7357629625295172,1.232307520175813,-0.818958687887615,stationkeeping
1110,01,45.0,28354.035142119697,32441.52899682259,131.150673175173,-2.8984627279456685,1.108684250387714,-0.7560145397426952,stationkeeping
1120,01,45.0,28324.342787520505,32453.28541935355,121.82482222775779,-3.0726621528809743,1.146200905420054,-0.9429024067748144,stationkeeping
1130,01,45.0,28294.051605681343,32465.939957735776,112.9395165430119,-3.1317440928857603,1.2365527574056696,-0.8980474589919415,stationkeeping
1140,01,45.0,28260.814335402058,32478.603340040474,104.5603681073487,-3.4247895393024823,1.2381526732782915,-0.8466950506899231,stationkeeping
1150,01,45.0,28225.619775498977,32490.24897490397,96.48504208442537,-3.6189585811172376,1.1373988315192882,-0.8155660412961896,stationkeeping
1160,01,45.0,28189.848146538676,32501.584652746416,86.62166831439491,-3.6753253484616715,1.107311754057504,-0.9930268690804793,stationkeeping
1170,01,45.0,28153.24346760425,32511.9504509307,77.09392629359786,-3.75715715004388,1.0114596689881288,-0.9585780463049048,stationkeeping
1180,01,45.0,28115.108792594358,32520.609280102817,66.83363123459814,-3.908392615408074,0.8422150458480785,-1.0306608100116321,stationkeeping
1190,01,45.0,28074.627632161824,32528.42349321061,57.87174300535638,-4.048116043253255,0.7814213107792776,-0.8961888229241765,non-stationkeeping
1200,01,45.0,28032.70473074207,32537.489280379526,50.20099188521561,-4.192290141975665,0.9065787168919783,-0.767075112014077,non-stationkeeping
1210,01,45.0,27990.486219126724,32546.03214899498,42.76762322250294,-4.221851161534636,0.8542868615452698,-0.7433368662712664,non-stationkeeping
1220,01,45.0,27946.002762795968,32554.219222628108,35.68797867494642,-4.448345633075439,0.8187073633130972,-0.7079644547556522,non-stationkeeping
1230,01,45.0,27902.397360176994,32561.452846302276,29.113771237641043,-4.360540261897451,0.723362367416974,-0.6574207437305378,non-stationkeeping
1240,01,45.0,27858.440897282642,32567.395776766243,23.729849256646226,-4.395646289435312,0.5942930463966314,-0.5383921980994818,non-stationkeeping
1250,01,45.0,27815.891017915394,32573.854113078283,18.063727800140587,-4.254987936724684,0.6458336312038423,-0.566612145650564,non-stationkeeping
1260,01,45.0,27772.0409505906,32582.418392449814,14.415883264488144,-4.385006732479542,0.8564279371529459,-0.36478445356524425,non-stationkeeping
1270,01,45.0,27727.186572928375,32590.908179463226,11.71382405267343,-4.4854377662225735,0.8489787013410314,-0.2702059211814714,non-stationkeeping
1280,01,45.0,27682.055123489365,32599.38817221745,7.566679258988934,-4.51314494390099,0.8479992754221639,-0.41471447936844963,non-stationkeeping
1290,01,45.0,27638.433922141787,32606.1724357393,3.3656758261192135,-4.36212013475768,0.6784263521851908,-0.4201003432869721,non-stationkeeping
1300,01,45.0,27593.75875767999,32611.0265773661,-2.3912698585717207,-4.467516446179698,0.4854141626800451,-0.5756945684690934,non-stationkeeping
1310,01,45.0,27548.709931100024,32616.007014637587,-8.512298643644339,-4.504882657996491,0.49804372714848294,-0.6121028785072617,non-stationkeeping
1320,01,45.0,27503.72695777404,32620.419335720973,-12.672281877737031,-4.4982973325983755,0.44123210833849036,-0.4159983234092691,non-stationkeeping
1330,01,45.0,27459.942582459986,32626.2923212687,-17.435031588805785,-4.378437531405501,0.5872985547726022,-0.47627497110687544,non-stationkeeping
1340,01,45.0,27415.369601213504,32632.94957177196,-21.615910311330154,-4.457298124648202,0.6657250503261188,-0.4180878722524369,non-stationkeeping
1350,01,45.0,27369.416347799743,32640.355397522806,-24.464507806177355,-4.595325341376216,0.7405825750847368,-0.28485974948472015,non-stationkeeping
1360,01,45.0,27325.499915715947,32648.16442726811,-28.18621761670255,-4.391643208379414,0.780902974530697,-0.37217098105251945,non-stationkeeping
1370,01,45.0,27282.262472426424,32654.73796392544,-32.37310915062473,-4.32374432895223,0.6573536657328226,-0.4186891533922178,non-stationkeeping
1380,01,45.0,27239.917504774818,32661.041973047526,-36.45098753584362,-4.23449676516061,0.6304009122085945,-0.40778783852188916,non-stationkeeping
1390,01,45.0,27196.531106017017,32667.089457577982,-41.23322656642862,-4.338639875780206,0.6047484530454383,-0.47822390305849993,non-stationkeeping
1400,01,45.0,27154.350883601797,32674.393911785097,-43.95628035585812,-4.218022241521824,0.7304454207116521,-0.2723053789429498,non-stationkeeping
1410,01,45.0,27111.00070885315,32682.577867531254,-47.037636755800555,-4.335017474864695,0.8183955746155436,-0.30813563999424376,non-stationkeeping
1420,01,45.0,27067.672516770377,32690.681941835373,-50.30118724621987,-4.33281920827732,0.810407430411936,-0.3263550490419315,non-stationkeeping
1430,01,45.0,27023.818547973027,32698.47836193061,-53.8310806936383,-4.385396879735149,0.7796420095236906,-0.35298934474184296,non-stationkeeping
1440,01,45.0,26980.669003738545,32707.12242461509,-57.47936498233311,-4.314954423448143,0.8644062684479195,-0.36482842886948086,non-stationkeeping
1450,01,45.0,26935.87693341147,32715.153629766668,-60.53060180699881,-4.479207032707474,0.8031205151578167,-0.30512368246656973,non-stationkeeping
1460,01,45.0,26891.06108970302,32722.29667722511,-64.17510729266539,-4.481584370845032,0.7143047458443057,-0.3644505485666578,non-stationkeeping
1470,01,45.0,26846.525778665764,32729.389062756378,-67.79937021677715,-4.453531103725791,0.7092385531267585,-0.36242629241117674,non-stationkeeping
1480,01,45.0,26802.4046414486,32738.33777349461,-70.8456970779009,-4.412113721716288,0.8948710738232061,-0.3046326861123744,non-stationkeeping
1490,01,45.0,26757.43186463448,32747.813355507064,-74.64717693659411,-4.497277681412067,0.947558201245072,-0.3801479858693212,non-stationkeeping
1500,01,45.0,26712.319071188995,32755.587781657003,-77.49127570247013,-4.511279344548387,0.777442614993908,-0.2844098765876031,non-stationkeeping
1510,01,45.0,26668.310966575136,32763.716614569763,-80.28586300664152,-4.400810461385856,0.8128832912760333,-0.27945873041713826,non-stationkeeping
1520,01,45.0,26625.83053421012,32771.90225117233,-82.62459782296268,-4.2480432365017915,0.8185636602570427,-0.23387348163211583,non-stationkeeping
1530,01,45.0,26582.883915072147,32780.206990977924,-85.22295751964307,-4.294661913797372,0.8304739805594687,-0.2598359696680387,non-stationkeeping
1540,01,45.0,26537.90690003154,32789.41473382329,-87.65609303690263,-4.497701504060928,0.9207742845365696,-0.24331355172595592,non-stationkeeping
1550,01,45.0,26492.97385000461,32797.07678510999,-91.94393188673071,-4.493305002692686,0.7662051286701845,-0.4287838849828073,non-stationkeeping
1560,01,45.0,26448.409873586566,32805.35211369693,-95.64870762054169,-4.456397641804528,0.8275328586943727,-0.37047757338109744,non-stationkeeping
1570,01,45.0,26402.15666898496,32814.290624183675,-100.2759880969932,-4.625320460160712,0.8938510486748246,-0.4627280476451523,non-stationkeeping
1580,01,45.0,26356.769141383484,32822.79057944333,-104.91638760903766,-4.5387527601478155,0.8499955259657299,-0.46403995120444497,non-stationkeeping
1590,01,45.0,26312.0072440349,32831.66219115564,-109.79292212810957,-4.4761897348584325,0.8871611712312842,-0.4876534519071908,non-stationkeeping
1600,01,45.0,26268.233893639852,32841.649314247916,-113.8685066425837,-4.377335039504919,0.9987123092271518,-0.4075584514474131,non-stationkeeping
1610,01,45.0,26225.63457157388,32853.03579287771,-120.05443893193245,-4.259932206597361,1.1386478629792185,-0.6185932289348753,non-stationkeeping
1620,01,45.0,26185.010794662325,32862.26843715661,-126.096258000381,-4.062377691155432,0.9232644278895177,-0.6041819068448544,non-stationkeeping
1630,01,45.0,26144.70330842298,32869.53911461919,-132.0254649454958,-4.0307486239344765,0.7270677462583047,-0.5929206945114803,non-stationkeeping
1640,01,45.0,26105.655912466103,32877.219073824934,-137.49563486506105,-3.904739595687851,0.7679959205742196,-0.547016991956524,non-stationkeeping
1650,01,45.0,26066.446383982176,32885.258409162,-142.96610690464738,-3.920952848392805,0.803933533706441,-0.5470472039586334,non-stationkeeping
1660,01,45.0,26027.729353708826,32893.05372531628,-148.81820103506726,-3.8717030273350472,0.7795316154276671,-0.5852094130419887,non-stationkeeping
1670,01,45.0,25989.021986326545,32900.15784903622,-152.98107969184295,-3.870736738228222,0.7104123719948126,-0.4162878656775697,non-stationkeeping
1680,01,45.0,25949.446700937417,32907.89290423726,-157.11245162703278,-3.957528538912695,0.7735055201042309,-0.4131371935189847,non-stationkeeping
1690,01,45.0,25909.141098519787,32916.51359292487,-161.87277119146114,-4.030560241762868,0.8620688687607503,-0.4760319564428372,non-stationkeeping
1700,01,45.0,25869.417752449113,32925.61193824888,-166.8285581649743,-3.9723346070674372,0.9098345324011495,-0.4955786973513169,non-stationkeeping
1710,01,45.0,25830.085639675126,32934.16432188175,-170.94664108376003,-3.933211277398746,0.8552383632865342,-0.41180829187857093,non-stationkeeping
1720,01,45.0,25790.962587295748,32943.53934379633,-174.51241937648882,-3.912305237937996,0.9375021914580859,-0.356577829272878,non-stationkeeping
1730,01,45.0,25750.0051117954,32952.28538279747,-178.07905436407708,-4.095747550035014,0.8746039001139431,-0.35666349875882647,non-stationkeeping
1740,01,45.0,25708.698575854127,32960.33952887267,-183.32935516137331,-4.130653594127191,0.805414607519745,-0.5250300797296226,non-stationkeeping
1750,01,45.0,25668.629782280106,32969.718802728654,-188.68243490394514,-4.006879357401915,0.9379273855984389,-0.535307974257182,non-stationkeeping
1760,01,45.0,25630.26524285206,32978.73287687667,-194.15885863387652,-3.8364539428044924,0.9014074148013547,-0.547642372993139,non-stationkeeping
1770,01,45.0,25592.150296313583,32988.198355158085,-198.5935553422351,-3.811494653847563,0.9465478281420728,-0.44346967083585764,non-stationkeeping
1780,01,45.0,25553.77888222585,32997.33698653486,-202.19242704487027,-3.8371414087729634,0.913863137677468,-0.3598871702635157,non-stationkeeping
1790,01,45.0,25514.741720304653,33006.053856468956,-204.62399379320152,-3.9037161921197985,0.8716869934099343,-0.24315667483312614,non-stationkeeping
1800,01,45.0,25475.592489778974,33013.64021801473,-205.01476900672796,-3.9149230525679393,0.7586361545774378,-0.03907752135264356,non-stationkeeping
1810,01,45.0,25435.155275986748,33019.383303154864,-205.3258621700409,-4.0437213792223865,0.5743085140138167,-0.031109316331292186,non-stationkeeping
1820,01,45.0,25395.292625041366,33023.19188216849,-205.6504403492629,-3.9862650945382576,0.3808579013622918,-0.032457817922201836,non-stationkeeping
1830,01,45.0,25355.119818508138,33026.143626685924,-205.96582101037038,-4.017280653322973,0.2951744517436048,-0.03153806611074648,non-stationkeeping
1840,01,45.0,25310.98131437849,33031.508787432,-207.66543420446214,-4.413850412965041,0.5365160746079699,-0.1699613194091782,non-stationkeeping
1850,01,45.0,25266.791299215278,33037.64107525027,-209.12535244949157,-4.4190015163209875,0.6132287818269919,-0.1459918245029428,non-stationkeeping
1860,01,45.0,25223.183825477518,33044.74436442196,-209.04884806243572,-4.360747373776133,0.7103289171689724,0.007650438705585461,non-stationkeeping
1870,01,45.0,25179.6931506193,33050.27674796187,-207.9315772424919,-4.349067485821805,0.5532383539909581,0.11172708199438275,non-stationkeeping
1880,01,45.0,25136.540238114485,33055.70665620634,-207.64725213274954,-4.315291250481364,0.5429908244469607,0.02843251097423659,non-stationkeeping
1890,01,45.0,25093.059572597667,33061.146770620464,-206.5729688300803,-4.348066551681808,0.5440114414123923,0.10742833026692415,non-stationkeeping
1900,01,45.0,25049.566471837326,33066.615411302526,-205.75249631794185,-4.349310076034188,0.5468640682058663,0.08204725121384428,non-stationkeeping
1910,01,45.0,25004.999821319238,33072.06078441341,-205.79103095868504,-4.456665051808746,0.5445373110881434,-0.0038534640743187465,non-stationkeeping
1920,01,45.0,24960.2413978414,33076.96153231974,-206.2120985344714,-4.475842347783745,0.49007479063354836,-0.04210675757863647,non-stationkeeping
1930,01,45.0,24915.2224480423,33081.56020221401,-207.54292749605636,-4.501894979910054,0.45986698942629234,-0.13308289615849517,non-stationkeeping
1940,01,45.0,24869.897848060893,33085.32021290918,-208.96063854260586,-4.5324599981406966,0.3760010695173176,-0.14177110465494955,non-stationkeeping
1950,01,45.0,24825.878973454943,33089.99044633349,-210.86842045427983,-4.401887460595028,0.4670233424310374,-0.19077819116739766,non-stationkeeping
1960,01,45.0,24779.95101965042,33093.72452189535,-212.66580219068615,-4.592795380452264,0.37340755618582466,-0.17973817364063155,non-stationkeeping
1970,01,45.0,24734.892018742114,33098.39062719221,-213.69341617741514,-4.5059000908306635,0.46661052968599115,-0.10276139867289842,non-stationkeeping
1980,01,45.0,24689.84944688082,33103.900494568086,-214.73281574200243,-4.504257186129467,0.5509867375875576,-0.10393995645872915,non-stationkeeping
1990,01,45.0,24643.08341493015,33108.91118423934,-216.7676162683748,-4.676603195067021,0.5010689671249859,-0.20348005263723737,non-stationkeeping
